Index,SentenceStructure,NumIndependentClauses,NumDependentClauses,HasParticipialPhrase,HasHangingParticiple,AvgSentenceLength,SentenceLengthVariance,UsesPassiveVoice,ClauseEmbeddingDepth,TypeTokenRatio,NumIdioms,SentenceStartRepetition
380,3,16,14,1,0,21.94,218.99,1,2.0,0.513,0,1.0
381,3,22,11,1,0,18.76,138.94,1,2.0,0.57,0,1.0
382,3,14,14,1,0,28.52,210.22,1,2.0,0.581,0,0.0
383,3,17,15,1,0,27.97,183.86,1,2.0,0.563,1,0.0
384,3,34,21,1,0,17.94,105.66,1,2.0,0.489,0,1.0
385,3,10,6,1,0,24.5,136.67,1,2.0,0.573,0,1.0
386,3,10,6,1,0,29.56,108.12,1,2.0,0.627,0,1.0
387,3,21,11,1,0,21.28,92.7,1,2.0,0.559,0,1.0
388,3,28,17,1,0,20.71,100.28,1,2.0,0.507,0,1.0
389,3,30,20,1,0,27.98,213.63,1,2.0,0.541,0,0.0
390,3,24,18,1,0,22.71,156.92,1,2.0,0.537,0,1.0
391,3,17,12,1,0,25.59,145.2,1,2.0,0.57,0,1.0
392,2,12,10,1,0,22.67,81.33,1,2.0,0.48,0,1.0
393,2,13,17,1,0,24.73,87.97,1,3.0,0.47,0,0.0
394,2,14,10,1,0,20.65,40.08,1,2.0,0.53,0,1.0
395,2,10,11,1,0,24.0,40.67,1,2.0,0.54,0,1.0
396,2,11,10,1,0,24.62,34.15,1,2.0,0.52,0,1.0
397,2,8,6,1,0,23.0,15.0,1,1.0,0.59,0,1.0
398,2,11,7,1,0,28.28,151.91,1,3.0,0.49,0,1.0
399,2,12,13,1,0,29.04,39.69,1,3.0,0.49,0,1.0
400,2,10,10,1,0,25.25,23.39,1,2.0,0.57,0,1.0
401,2,14,6,1,0,28.95,55.55,1,1.0,0.5,0,1.0
402,2,10,12,1,0,27.77,27.05,1,3.0,0.57,0,1.0
403,2,17,6,1,0,19.0,53.7,1,1.0,0.53,0,1.0
404,2,18,11,1,0,25.66,38.02,1,2.0,0.51,0,1.0
405,2,12,7,1,0,27.11,24.61,1,1.0,0.52,0,1.0
406,2,12,10,1,0,22.74,110.69,1,2.0,0.49,1,1.0
407,2,13,10,1,0,22.13,164.94,1,2.0,0.6,0,1.0
408,2,4,6,0,0,29.5,114.25,1,3.0,0.64,0,1.0
409,2,26,17,1,0,19.49,144.42,1,2.0,0.55,2,1.0
410,2,18,18,1,0,26.28,77.79,1,3.0,0.61,0,1.0
411,2,21,16,1,0,16.03,42.4,1,2.0,0.66,3,1.0
412,2,20,13,1,0,22.18,94.65,1,2.0,0.6,1,1.0
413,2,18,14,1,0,22.38,122.96,1,3.0,0.59,1,1.0
414,2,18,18,1,0,27.75,92.35,1,3.0,0.58,0,0.0
415,2,17,14,1,0,25.87,74.98,1,2.0,0.58,0,1.0
416,2,30,26,1,0,23.26,65.78,1,2.0,0.64,0,1.0
417,2,11,8,0,0,18.32,26.75,1,2.0,0.68,0,1.0
418,2,13,14,1,0,23.7,46.41,1,3.0,0.61,0,0.0
419,2,16,15,1,0,26.87,64.84,1,3.0,0.65,0,1.0
420,2,12,17,1,0,24.14,98.38,1,3.0,0.54,1,1.0
421,2,14,14,1,0,23.48,113.92,1,2.0,0.56,0,0.0
422,2,10,12,1,0,26.82,67.18,1,3.0,0.55,0,1.0
423,2,18,10,1,0,22.18,50.39,1,2.0,0.54,0,1.0
424,2,15,5,0,0,22.15,62.94,1,2.0,0.59,0,1.0
425,2,10,7,0,0,24.24,48.58,1,2.0,0.54,0,1.0
426,2,11,15,1,0,25.0,50.0,1,2.0,0.54,0,0.0
427,2,12,16,1,0,24.21,43.55,1,2.0,0.57,0,1.0
428,2,13,16,1,0,24.14,53.17,1,3.0,0.53,0,0.0
429,2,7,4,1,0,22.18,16.48,1,2.0,0.64,0,0.0
430,2,8,4,1,0,21.5,31.0,1,2.0,0.58,0,0.0
431,2,6,8,1,0,27.36,44.29,1,3.0,0.54,0,1.0
432,2,14,17,1,0,22.9,30.09,1,2.0,0.55,0,1.0
433,2,14,6,1,0,20.55,24.75,1,2.0,0.57,0,1.0
434,2,13,19,1,0,27.63,925.93,1,2.0,0.5,2,1.0
435,2,21,24,1,0,22.09,337.59,1,2.0,0.44,1,1.0
436,2,12,13,1,0,29.88,306.59,1,2.0,0.55,1,0.0
437,2,13,13,1,0,26.31,363.34,1,2.0,0.57,0,1.0
438,2,10,15,1,0,28.04,196.98,1,2.0,0.51,0,1.0
439,2,11,14,1,0,33.08,334.72,1,2.0,0.56,2,1.0
440,2,14,21,1,0,27.74,361.1,1,2.0,0.49,0,1.0
441,2,27,22,1,0,22.39,202.74,1,2.0,0.52,0,1.0
442,2,17,4,0,0,16.43,42.78,1,1.0,0.62,0,1.0
443,2,11,15,1,0,28.04,282.42,1,2.0,0.55,0,1.0
444,2,14,7,0,0,17.24,51.98,1,1.0,0.63,2,1.0
445,2,6,11,1,0,24.18,93.11,1,2.0,0.43,0,1.0
446,2,18,15,1,0,23.09,138.28,1,2.0,0.56,0,1.0
447,2,18,23,1,0,31.05,287.27,1,2.0,0.52,0,1.0
448,2,11,8,0,0,24.25,125.96,1,2.0,0.52,0,1.0
449,2,15,12,1,0,32.74,258.66,1,2.0,0.58,0,1.0
450,2,16,12,1,0,23.46,243.92,1,2.0,0.49,0,1.0
451,2,13,11,1,0,39.33,263.67,1,2.0,0.54,0,1.0
452,2,14,16,1,0,35.23,141.21,1,2.0,0.55,0,1.0
453,2,25,20,1,0,26.91,198.57,1,2.0,0.48,0,1.0
454,2,14,15,1,0,27.79,217.58,1,2.0,0.53,0,1.0
455,2,6,5,0,0,24.1,112.29,1,2.0,0.67,0,1.0
456,2,21,19,1,0,31.22,158.98,1,2.0,0.54,0,1.0
457,2,6,5,1,0,33.09,130.98,1,2.0,0.62,0,1.0
458,2,15,13,1,0,38.71,176.94,1,2.0,0.56,0,1.0
459,2,22,14,1,0,26.32,91.67,1,2.0,0.55,0,1.0
460,2,12,9,1,0,42.71,189.38,1,2.0,0.57,0,1.0
461,2,12,8,1,0,39.05,164.94,1,2.0,0.59,0,1.0
462,2,14,9,1,0,20.46,166.43,1,2.0,0.45,0,1.0
463,2,21,13,1,0,22.09,206.61,1,2.0,0.41,0,1.0
464,2,21,13,1,0,20.61,54.08,1,2.0,0.52,0,1.0
465,2,14,7,1,0,18.05,41.05,1,2.0,0.47,0,1.0
466,2,7,4,1,0,26.5,100.25,1,2.0,0.51,0,1.0
467,2,14,9,1,0,23.78,69.83,1,2.0,0.46,0,1.0
468,2,7,8,1,0,28.2,112.76,1,2.0,0.48,0,1.0
469,2,17,8,1,0,17.68,41.7,1,2.0,0.48,0,1.0
470,2,16,11,1,0,32.15,74.69,1,2.0,0.56,0,1.0
471,2,11,8,1,0,32.53,129.24,1,2.0,0.58,0,1.0
472,2,15,13,1,0,37.04,142.66,1,2.0,0.6,0,1.0
473,2,15,11,1,0,30.61,73.24,1,2.0,0.59,0,1.0
474,2,12,14,1,0,37.04,144.06,1,2.0,0.56,0,1.0
475,2,16,11,1,0,25.92,97.87,1,2.0,0.47,0,1.0
476,2,24,14,1,0,31.9,1641.69,1,3.0,0.54,2,1.0
477,2,24,19,1,0,26.42,502.7,1,4.0,0.53,0,1.0
478,2,15,11,1,0,32.81,176.96,1,2.0,0.64,0,0.0
479,2,12,6,1,0,25.68,99.64,1,2.0,0.68,0,1.0
480,2,13,12,1,0,29.24,101.74,1,3.0,0.61,0,1.0
481,2,21,8,1,0,20.52,173.15,1,2.0,0.56,0,1.0
482,2,20,12,1,0,26.63,135.86,1,3.0,0.67,0,1.0
483,2,28,13,1,0,27.12,186.55,1,3.0,0.53,0,1.0
484,2,15,6,1,0,26.0,103.52,1,2.0,0.65,0,1.0
485,2,25,11,1,0,33.06,415.09,1,3.0,0.55,0,1.0
486,2,17,11,1,0,27.89,111.31,1,3.0,0.56,0,1.0
487,2,5,3,1,0,33.5,463.5,0,3.0,0.64,0,0.0
488,2,11,5,1,0,27.81,79.3,1,2.0,0.62,0,1.0
489,2,17,11,1,0,36.57,227.14,1,3.0,0.67,0,1.0
490,2,23,26,1,0,24.45,128.97,1,3.0,0.41,0,1.0
491,2,11,12,0,0,26.95,61.51,1,2.0,0.53,0,0.0
492,2,10,9,1,0,23.47,115.21,1,2.0,0.62,0,1.0
493,2,20,14,1,0,22.32,57.74,1,2.0,0.54,0,1.0
494,2,15,10,0,0,24.76,95.44,1,1.0,0.57,0,1.0
495,2,13,17,1,0,23.87,30.27,1,2.0,0.64,0,1.0
496,2,29,29,1,0,28.76,183.12,1,3.0,0.48,0,1.0
497,2,20,9,1,0,23.07,49.43,1,1.0,0.56,0,1.0
498,2,10,8,1,0,26.67,101.78,1,2.0,0.54,0,1.0
499,2,22,14,1,0,25.25,58.63,1,1.0,0.59,0,1.0
500,2,17,10,1,0,17.93,35.57,1,1.0,0.55,0,1.0
501,2,15,17,1,0,29.94,137.77,0,2.0,0.57,0,1.0
502,2,19,16,1,0,24.74,38.26,1,2.0,0.57,0,1.0
503,2,21,26,1,0,21.3,52.09,1,2.0,0.61,0,1.0
504,2,12,11,1,0,22.65,62.95,1,2.0,0.44,0,0.0
505,2,31,21,1,0,21.52,51.68,1,2.0,0.41,0,1.0
506,2,14,8,1,0,20.36,51.15,1,1.0,0.53,0,1.0
507,2,14,13,1,0,27.62,48.68,1,2.0,0.51,0,1.0
508,2,20,21,1,0,27.61,86.68,1,2.0,0.47,0,1.0
509,2,32,21,1,0,18.75,28.21,1,2.0,0.48,0,1.0
510,2,24,16,1,0,23.9,37.03,1,2.0,0.49,0,1.0
511,2,16,12,1,0,24.86,42.01,1,2.0,0.47,0,1.0
512,2,8,5,1,0,19.46,28.29,0,1.0,0.51,0,0.0
513,2,22,20,1,0,21.02,33.29,1,2.0,0.46,0,1.0
514,2,19,15,1,0,26.21,55.08,1,2.0,0.51,0,1.0
515,2,26,19,1,0,17.49,23.03,1,1.0,0.51,0,1.0
516,2,15,12,1,0,24.15,30.39,1,2.0,0.51,0,1.0
517,2,9,6,1,0,17.67,18.89,1,1.0,0.52,0,1.0
518,2,39,26,1,0,21.03,283.25,1,2.0,0.48,11,1.0
519,2,9,6,1,0,22.0,77.6,1,1.0,0.58,1,1.0
520,2,10,4,0,0,21.64,80.03,1,1.0,0.65,0,1.0
521,2,9,10,1,0,29.05,118.37,1,2.0,0.56,0,1.0
522,2,21,19,1,0,24.08,96.38,1,2.0,0.52,0,1.0
523,2,13,14,1,0,31.37,83.8,1,2.0,0.51,0,0.0
524,2,13,13,1,0,32.31,114.57,1,1.0,0.57,0,1.0
525,2,14,12,1,0,25.69,77.28,1,2.0,0.59,0,0.0
526,2,21,17,1,0,22.68,43.44,1,1.0,0.64,1,0.0
527,1,3,2,0,0,24.4,196.24,1,1.0,0.59,0,0.0
528,2,21,21,1,0,32.36,138.69,1,2.0,0.55,0,1.0
529,2,18,13,1,0,38.26,177.52,1,2.0,0.5,0,1.0
530,2,14,15,1,0,30.07,82.61,1,2.0,0.57,0,1.0
531,2,21,16,1,0,27.54,100.17,1,2.0,0.57,0,1.0
532,2,18,9,1,0,22.52,125.65,1,1.0,0.52,1,1.0
533,2,12,10,1,0,27.5,79.0,1,1.16,0.55,0,0.0
534,2,16,13,1,0,31.07,120.82,1,1.0,0.6,0,0.0
535,2,12,9,1,0,30.14,82.36,1,1.09,0.56,0,0.0
536,2,10,9,1,0,37.84,141.94,1,1.05,0.59,0,0.0
537,2,30,16,1,0,22.54,68.41,1,0.86,0.54,0,1.0
538,2,5,6,1,0,32.4,174.64,0,1.2,0.67,0,0.0
539,2,12,6,1,0,27.5,36.3,1,0.83,0.67,0,0.0
540,2,23,13,1,0,22.42,48.68,1,1.0,0.56,0,1.0
541,2,19,14,1,0,28.12,81.66,1,1.06,0.56,1,1.0
542,2,16,17,1,0,31.52,107.64,1,1.12,0.59,0,0.0
543,2,17,11,1,0,26.32,56.42,1,0.88,0.55,0,1.0
544,2,14,10,1,0,29.88,52.21,1,0.93,0.63,0,1.0
545,2,11,13,1,0,35.87,118.58,1,1.18,0.63,0,0.0
546,2,13,15,1,0,25.79,142.55,1,2.0,0.53,0,1.0
547,2,32,21,1,0,20.08,173.23,1,2.0,0.5,0,1.0
548,2,10,13,1,0,20.52,154.13,1,2.0,0.61,0,0.0
549,2,11,11,1,0,22.41,99.16,1,2.0,0.54,0,1.0
550,2,13,17,1,0,26.43,125.55,1,2.0,0.49,0,1.0
551,2,17,18,1,0,21.17,70.92,1,2.0,0.56,0,1.0
552,2,14,18,1,0,25.66,59.97,1,2.0,0.55,0,1.0
553,2,19,13,1,0,20.41,62.17,1,2.0,0.53,0,1.0
554,2,10,16,1,0,28.77,106.89,1,2.0,0.56,0,1.0
555,2,14,14,1,0,23.04,57.82,1,2.0,0.54,0,1.0
556,2,20,14,1,0,23.14,53.52,1,2.0,0.5,0,1.0
557,2,10,14,1,0,30.62,70.99,1,2.0,0.56,0,1.0
558,2,5,10,1,0,33.13,102.36,1,2.0,0.64,0,0.0
559,2,19,18,1,0,26.24,105.08,1,2.0,0.56,0,1.0
560,2,11,11,1,0,25.0,113.0,1,2.0,0.55,0,1.0
561,2,10,8,1,0,26.17,149.14,1,2.0,0.54,0,0.0
562,2,11,13,1,0,21.75,57.94,1,2.0,0.66,0,0.0
563,2,9,11,1,0,23.75,29.75,1,2.0,0.65,0,0.0
564,2,13,7,1,0,16.3,32.61,0,2.0,0.53,0,0.0
565,2,9,4,1,0,20.23,31.91,1,2.0,0.65,0,0.0
566,2,5,6,1,0,28.0,120.8,1,2.0,0.68,0,0.0
567,2,13,1,1,0,22.0,12.66,1,2.0,0.56,0,0.0
568,2,13,9,1,0,28.22,20.52,1,2.0,0.61,0,0.0
569,2,10,8,1,0,25.59,28.4,1,2.0,0.61,0,0.0
570,2,16,10,1,0,28.41,36.69,1,2.0,0.63,0,0.0
571,2,18,15,1,0,23.73,54.17,1,2.0,0.58,0,0.0
572,2,5,3,1,0,29.8,23.76,1,2.0,0.63,0,0.0
573,2,19,11,1,0,30.36,116.65,1,2.0,0.57,0,0.0
574,3,26,19,1,0,23.07,354.79,1,2.0,0.52,0,1.0
575,3,19,15,1,0,21.38,154.81,1,1.0,0.6,0,0.0
576,3,16,11,0,0,22.7,78.21,1,1.0,0.62,0,1.0
577,3,21,15,0,0,25.11,155.6,1,1.0,0.57,0,1.0
578,3,15,10,1,0,30.2,154.96,1,1.0,0.67,0,1.0
579,3,20,10,0,0,21.93,62.57,1,1.0,0.53,0,1.0
580,3,23,9,1,0,26.81,244.98,1,1.0,0.56,0,1.0
581,3,20,15,1,0,21.71,78.87,1,1.0,0.57,0,1.0
582,3,17,14,1,0,30.06,101.68,1,1.0,0.65,0,1.0
583,3,22,11,1,0,22.63,43.02,1,1.0,0.59,0,1.0
584,3,23,22,1,0,29.02,100.88,1,1.0,0.63,0,1.0
585,3,32,26,1,0,22.15,70.94,1,1.0,0.56,0,1.0
586,3,42,34,1,0,23.45,89.3,1,1.0,0.55,0,1.0
587,3,18,12,0,0,20.6,36.04,1,1.0,0.55,0,1.0
588,2,13,10,1,0,24.4,371.19,1,2.0,0.55,0,1.0
589,2,22,17,1,0,22.15,290.08,1,2.0,0.61,1,1.0
590,2,22,16,1,0,25.18,145.83,1,2.0,0.77,0,1.0
591,2,14,12,1,0,20.23,121.88,1,2.0,0.65,0,1.0
592,2,22,13,1,0,18.03,50.95,1,2.0,0.61,0,1.0
593,2,21,12,1,0,21.75,50.63,1,1.0,0.59,0,1.0
594,2,17,12,1,0,26.41,179.79,1,1.0,0.76,0,1.0
595,2,31,17,1,0,20.15,84.24,0,2.0,0.64,0,1.0
596,2,17,16,1,0,26.36,96.15,1,1.0,0.74,0,1.0
597,2,20,15,1,0,27.6,97.54,1,2.0,0.74,0,1.0
598,2,25,11,1,0,18.08,40.75,1,2.0,0.62,0,1.0
599,2,23,17,1,0,29.03,198.69,1,2.0,0.71,0,1.0
600,2,25,12,1,0,25.51,98.94,1,2.0,0.68,0,1.0
601,2,26,11,1,0,19.13,39.84,1,1.0,0.61,0,1.0
602,2,22,21,1,0,25.42,429.59,1,2.0,0.47,0,1.0
603,2,20,15,1,0,32.06,1075.76,1,2.0,0.55,1,1.0
604,2,5,5,1,0,36.4,298.24,1,2.0,0.68,0,0.0
605,2,27,13,1,0,23.53,274.51,1,2.0,0.51,1,1.0
606,2,7,7,1,0,36.0,471.43,1,2.0,0.62,0,0.0
607,2,13,15,1,0,29.61,298.83,1,2.0,0.56,0,0.0
608,2,16,12,1,0,29.04,326.08,1,2.0,0.59,0,0.0
609,2,21,17,1,0,22.18,212.79,0,2.0,0.56,0,1.0
610,2,14,15,1,0,32.31,298.86,1,2.0,0.58,0,1.0
611,2,12,6,1,0,23.5,84.0,1,1.0,0.58,0,0.0
612,2,26,26,1,0,40.83,772.38,1,2.0,0.54,0,1.0
613,2,13,7,1,0,22.4,47.76,0,1.0,0.63,0,1.0
614,2,13,6,1,0,23.79,102.95,1,1.0,0.56,0,1.0
615,2,31,21,1,0,22.83,145.16,1,2.0,0.63,0,1.0
616,2,18,16,1,0,26.5,114.49,1,2.0,0.49,2,3.0
617,2,15,13,1,0,26.68,125.5,1,2.0,0.46,1,3.0
618,2,20,18,1,0,27.08,143.54,1,2.0,0.5,0,4.0
619,2,15,17,1,0,27.38,125.59,1,2.0,0.5,0,2.0
620,2,18,11,1,0,27.52,114.36,1,2.0,0.53,0,2.0
621,2,15,11,1,0,29.46,117.63,1,2.0,0.46,2,1.0
622,2,15,10,1,0,23.04,60.43,1,1.0,0.57,0,2.0
623,2,8,8,0,0,22.0,173.5,0,1.0,0.51,0,0.0
624,2,21,12,1,0,22.84,73.34,1,1.0,0.55,0,0.0
625,2,22,2,0,0,16.88,32.15,1,0.0,0.61,0,1.0
626,2,20,13,1,0,25.61,72.24,1,2.0,0.5,0,1.0
627,2,17,11,1,0,26.0,69.75,1,2.0,0.56,0,3.0
628,2,24,15,1,0,21.64,47.3,1,1.0,0.58,0,2.0
629,2,18,15,1,0,29.0,94.81,1,2.0,0.5,0,2.0
630,2,7,4,1,0,25.0,204.54,1,2.0,0.57,0,1.0
631,2,10,11,1,0,43.65,528.79,1,3.0,0.42,1,1.0
632,2,7,9,1,0,28.69,182.06,1,2.0,0.45,0,1.0
633,2,13,14,1,0,32.7,317.32,1,3.0,0.44,2,1.0
634,2,11,13,1,0,36.25,200.33,1,3.0,0.43,1,1.0
635,2,7,10,1,0,45.24,386.66,1,3.0,0.45,0,1.0
636,2,21,20,1,0,29.9,368.33,1,3.0,0.42,1,1.0
637,2,6,9,1,0,29.73,157.6,0,2.0,0.48,0,1.0
638,2,14,16,1,0,32.3,188.85,1,3.0,0.46,0,1.0
639,2,14,10,1,0,28.92,147.29,0,2.0,0.43,0,1.0
640,2,11,8,1,0,24.89,110.75,1,2.0,0.49,0,1.0
641,2,11,10,1,0,33.29,157.86,1,2.0,0.46,0,1.0
642,2,10,12,1,0,36.05,185.77,1,3.0,0.46,1,1.0
643,2,4,6,1,0,30.5,118.33,1,2.0,0.51,0,1.0
644,2,8,8,1,0,30.0,120.2857143,1,3.0,0.431818182,0,1.0
645,2,30,14,1,0,15.65909091,48.31182796,1,2.0,0.56424581,0,1.0
646,1,7,2,0,0,22.0,59.77777778,1,1.0,0.576271186,0,0.0
647,2,11,8,1,0,21.84210526,62.01538462,1,2.0,0.511111111,0,1.0
648,2,20,14,1,0,21.20588235,50.71323529,1,2.0,0.557971014,0,1.0
649,2,4,3,1,0,30.0,260.0,0,2.0,0.75,0,0.0
650,2,20,19,1,0,26.61538462,82.34770115,1,3.0,0.508561644,0,1.0
651,2,27,19,1,0,18.36956522,31.4435763,1,2.0,0.529090909,0,1.0
652,2,21,21,1,0,29.6,107.0,1,3.0,0.473316062,0,1.0
653,2,13,11,1,0,19.20833333,34.40625,0,2.0,0.544776119,0,1.0
654,2,7,6,1,0,27.5,70.91666667,1,3.0,0.601226994,0,1.0
655,2,17,21,1,0,23.55263158,54.75473684,1,2.0,0.516233766,0,1.0
656,2,20,15,1,0,26.48571429,53.73883929,1,2.0,0.558823529,0,1.0
657,2,24,22,1,0,26.89130435,64.28480103,1,3.0,0.588235294,0,1.0
658,3,17,7,1,0,22.96,258.88,1,2.0,0.42,1,1.0
659,3,19,8,1,0,17.33,76.44,1,1.0,0.54,0,1.0
660,3,11,12,1,0,26.48,31.21,1,2.0,0.55,0,0.0
661,3,13,8,1,0,26.9,104.09,1,2.0,0.46,0,1.0
662,3,30,20,1,0,21.55,61.03,1,2.0,0.47,0,1.0
663,3,23,19,1,0,21.76,85.32,1,2.0,0.47,0,1.0
664,3,12,4,0,0,20.43,24.84,1,1.0,0.59,0,1.0
665,3,20,17,1,0,29.08,32.18,1,2.0,0.48,0,1.0
666,3,16,13,1,0,20.83,33.41,1,2.0,0.43,0,1.0
667,3,23,17,1,0,22.1,56.92,1,2.0,0.49,0,1.0
668,3,14,11,1,0,20.96,44.2,1,2.0,0.53,0,1.0
669,3,20,11,1,0,25.16,49.38,1,2.0,0.54,0,1.0
670,3,17,14,1,0,29.42,53.25,1,2.0,0.51,0,1.0
671,3,17,14,1,0,29.71,65.12,1,2.0,0.48,0,1.0
672,2,11,22,1,0,20.03,126.96,1,3.0,0.48,2,1.0
673,2,12,24,1,0,24.86,144.45,1,2.0,0.53,1,0.0
674,2,10,18,1,0,24.79,121.68,1,3.0,0.54,0,0.0
675,2,13,10,1,0,20.96,84.77,1,2.0,0.56,0,0.0
676,2,10,14,1,0,23.25,66.98,1,2.0,0.58,0,0.0
677,2,14,9,1,0,14.26,34.52,1,1.0,0.61,0,0.0
678,2,27,27,1,0,13.06,41.35,1,1.0,0.61,0,1.0
679,2,10,13,1,0,24.91,132.4,1,2.0,0.59,0,0.0
680,2,11,15,1,0,26.08,85.46,1,2.0,0.56,0,0.0
681,2,4,7,1,0,27.1,188.59,1,2.0,0.64,0,0.0
682,2,14,8,1,0,22.27,52.35,1,1.0,0.6,0,0.0
683,2,22,10,1,0,19.69,72.87,1,1.0,0.55,0,0.0
684,2,14,13,1,0,21.41,54.54,1,1.0,0.56,0,0.0
685,2,11,7,1,0,20.06,40.33,1,1.0,0.63,0,0.0
686,2,20,15,1,0,20.1,47.31,1,2.0,0.49,0,1.0
687,2,31,25,1,0,18.23,57.35,1,2.0,0.41,0,1.0
688,2,9,7,0,0,20.22,22.96,1,2.0,0.48,0,0.0
689,2,20,22,1,0,20.17,44.2,1,2.0,0.45,0,1.0
690,2,6,5,1,0,47.17,338.26,1,2.0,0.51,0,1.0
691,2,15,14,1,0,30.24,127.13,1,2.0,0.38,0,1.0
692,2,24,17,1,0,27.42,103.26,1,2.0,0.43,0,1.0
693,2,33,21,1,0,21.57,44.88,0,2.0,0.44,0,1.0
694,2,31,26,1,0,19.14,35.05,1,2.0,0.43,0,1.0
695,2,24,12,1,0,18.94,32.63,1,2.0,0.42,0,1.0
696,2,18,10,1,0,23.36,51.69,1,2.0,0.43,0,1.0
697,2,20,14,1,0,29.88,92.16,1,2.0,0.44,0,1.0
698,2,18,15,1,0,21.88,40.8,1,2.0,0.44,0,1.0
699,2,20,19,1,0,20.1,36.87,1,2.0,0.41,0,1.0
700,2,15,11,1,0,21.36,98.18,1,2.0,0.44,4,1.0
701,2,23,13,1,0,20.08,53.73,1,2.0,0.55,10,0.0
702,2,20,18,1,0,17.53,44.36,1,2.0,0.53,3,0.0
703,2,32,20,1,0,20.58,103.45,1,3.0,0.43,7,1.0
704,2,22,20,1,0,22.52,58.76,1,3.0,0.51,0,1.0
705,2,13,11,1,0,25.67,57.62,1,3.0,0.48,0,1.0
706,2,17,14,1,0,21.13,49.23,1,2.0,0.53,0,1.0
707,2,23,13,1,0,20.11,52.63,1,2.0,0.54,1,1.0
708,2,15,10,1,0,24.64,57.37,1,3.0,0.51,0,1.0
709,2,12,10,1,0,23.91,37.19,1,3.0,0.54,0,1.0
710,2,22,11,1,0,19.94,32.68,1,2.0,0.48,1,1.0
711,2,10,6,1,0,26.13,37.22,1,2.0,0.46,0,1.0
712,2,14,12,1,0,23.46,44.89,1,3.0,0.53,0,1.0
713,2,21,15,1,0,23.17,52.18,1,2.0,0.44,2,1.0
714,2,13,11,1,0,23.29,219.15,1,2.0,0.51,0,1.0
715,2,18,21,1,0,23.92,153.66,1,3.0,0.56,0,0.0
716,2,10,13,1,0,25.83,73.14,1,2.0,0.58,0,1.0
717,2,5,5,1,0,34.4,271.04,1,2.0,0.57,0,1.0
718,2,12,16,1,0,27.89,104.68,1,2.0,0.58,0,1.0
719,2,4,5,1,0,27.0,45.67,0,2.0,0.68,0,0.0
720,2,15,12,1,0,21.48,55.97,0,2.0,0.57,0,1.0
721,2,22,21,1,0,22.56,39.69,1,2.0,0.55,0,1.0
722,2,22,18,1,0,20.88,41.19,1,2.0,0.58,0,1.0
723,2,16,19,1,0,24.29,87.31,1,2.0,0.62,0,1.0
724,2,27,20,1,0,21.89,32.78,1,2.0,0.63,0,1.0
725,2,15,11,1,0,16.65,59.01,1,2.0,0.58,0,1.0
726,2,10,12,1,0,22.86,103.78,1,2.0,0.52,0,1.0
727,2,14,10,1,0,18.58,27.85,1,2.0,0.58,0,1.0
728,2,12,10,1,0,23.76,141.93,1,3.0,0.55,0,1.0
729,2,12,13,1,0,30.24,169.53,1,3.0,0.6,0,0.0
730,2,20,18,1,0,28.05,163.72,1,3.0,0.57,0,1.0
731,2,20,11,1,0,18.61,54.72,1,2.0,0.63,0,1.0
732,2,20,12,1,0,26.44,155.65,1,2.0,0.62,0,1.0
733,2,21,19,1,0,23.1,98.99,1,3.0,0.53,0,1.0
734,2,12,10,1,0,32.33,188.72,1,3.0,0.6,0,1.0
735,2,25,18,1,0,19.86,57.04,0,2.0,0.54,0,1.0
736,2,14,11,1,0,31.4,144.44,1,3.0,0.65,0,1.0
737,2,14,13,1,0,31.33,185.58,1,3.0,0.63,0,1.0
738,2,10,10,1,0,27.3,115.44,1,3.0,0.64,0,1.0
739,2,25,17,1,0,23.48,85.89,1,3.0,0.54,0,1.0
740,2,13,16,1,0,34.59,173.77,1,3.0,0.67,0,1.0
741,2,17,10,0,0,18.04,41.6,1,2.0,0.53,0,1.0
742,2,10,8,1,0,21.47,92.35,1,3.0,0.41,0,1.0
743,2,20,14,1,0,22.26,63.06,1,2.0,0.42,0,0.0
744,2,28,17,1,0,18.91,65.62,1,3.0,0.46,3,1.0
745,2,15,10,0,0,21.28,41.59,1,2.0,0.51,0,1.0
746,2,20,17,1,0,21.16,49.67,1,3.0,0.54,0,1.0
747,2,14,10,1,0,28.96,72.85,1,2.0,0.47,0,1.0
748,2,11,9,1,0,27.2,55.23,1,2.0,0.53,0,1.0
749,2,21,22,1,0,23.27,45.99,1,3.0,0.5,0,1.0
750,2,21,15,1,0,24.83,40.4,1,2.0,0.46,0,1.0
751,2,13,9,1,0,22.72,48.08,1,2.0,0.55,0,1.0
752,2,24,17,1,0,25.78,67.82,1,3.0,0.46,1,1.0
753,2,13,9,0,0,19.36,22.11,1,2.0,0.51,0,1.0
754,2,26,21,1,0,22.98,41.84,1,3.0,0.44,1,1.0
755,2,14,12,1,0,29.11,54.92,1,2.0,0.51,0,1.0
756,2,33,50,1,0,33.45,2102.91,1,3.0,0.4,0,1.0
757,2,10,10,1,0,24.15,121.11,1,2.0,0.61,0,1.0
758,2,22,18,1,0,20.05,134.97,1,2.0,0.54,0,1.0
759,2,13,13,1,0,27.27,149.89,1,3.0,0.56,0,0.0
760,2,5,8,1,0,37.46,652.82,1,2.0,0.55,0,1.0
761,2,15,18,1,0,29.48,190.91,1,2.0,0.55,0,1.0
762,2,20,16,1,0,21.97,114.61,1,2.0,0.59,0,1.0
